  -1   0   0   1   1   1   1         -9.417046099           0.000000000           0.000000000    
  -1   0   0   1   1   1   9         -3.598095658           0.000000000           0.000000000    
  -1   0   0   1   1   1  21        -0.2626551755           0.000000000           0.000000000    
  -1   0   0   1   1   3   3          2.937832803           16.97056252          -1.221853415    
  -1   0   0   1   1   3  13         0.4289141055          0.1435052631E-14     -0.7121813303E-16
  -1   0   0   1   1   5   5          2.077361497           11.99999984         -0.8639808356    
  -1   0   0   1   1   5  15         0.3032880725          0.1014735447E-14     -0.5035882481E-16
  -1   0   0   1   1   7   7        -0.2349259308           0.000000000           0.000000000    
  -1   0   0   1   1   7  17         0.5581890267           0.000000000           0.000000000    
  -1   0   0   1   1   9   9        -0.3390863735           0.000000000           0.000000000    
  -1   0   0   1   1   9  21         0.6740772901           0.000000000           0.000000000    
  -1   0   0   1   1  11  11        -0.1918162193           0.000000000           0.000000000    
  -1   0   0   1   1  11  19         0.4557594318           0.000000000           0.000000000    
  -1   0   0   1   1  13  13        -0.6029130571          0.6067495175E-31     -0.2075544653E-32
  -1   0   0   1   1  15  15        -0.4263239111          0.4290366983E-31     -0.1467631699E-32
  -1   0   0   1   1  17  17         0.4950402014           0.000000000           0.000000000    
  -1   0   0   1   1  19  19         0.4041986319           0.000000000           0.000000000    
  -1   0   0   1   1  21  21         0.5001702887           0.000000000           0.000000000    
  -1   0   0   1   9   1   9         -6.568724841           0.000000000           0.000000000    
  -1   0   0   1   9   1  21         -2.516936603           0.000000000           0.000000000    
  -1   0   0   1   9   3   3         -2.325644568           19.59591715           1.410874758    
  -1   0   0   1   9   3  13         0.3174144218           21.90890071          -1.577405883    
  -1   0   0   1   9   5   5         -1.644479045           13.85640590          0.9976391090    
  -1   0   0   1   9   5  15         0.2244458901           15.49193226          -1.115394397    
  -1   0   0   1   9   7   7          1.903506458           0.000000000           0.000000000    
  -1   0   0   1   9   7  17         0.7666375287           0.000000000           0.000000000    
  -1   0   0   1   9   9   9        -0.8506207434           0.000000000           0.000000000    
  -1   0   0   1   9   9  21         0.5543522599           0.000000000           0.000000000    
  -1   0   0   1   9  11  11          1.554206515           0.000000000           0.000000000    
  -1   0   0   1   9  11  19         0.6259569210           0.000000000           0.000000000    
  -1   0   0   1   9  13  13        -0.6619454534          0.1852644934E-14     -0.9194221210E-16
  -1   0   0   1   9  15  15        -0.4680661189          0.1310017796E-14     -0.6501296165E-16
  -1   0   0   1   9  17  17         0.4724725049           0.000000000           0.000000000    
  -1   0   0   1   9  19  19         0.3857721848           0.000000000           0.000000000    
  -1   0   0   1   9  21  21         0.8465760611           0.000000000           0.000000000    
  -1   0   0   1  21   1  21         -2.896521118           0.000000000           0.000000000    
