           8
   1   1   1   3  -1    hole      
   2   1   1   1  -1    hole      
   3   0   4   9  -1    hole      
   4   1   2   5   1    particle  
   5   2   0   1   1    particle  
   6   0   4   7   1    particle  
   7   1   2   3   1    particle  
   8   0   5  11   1    particle  
